"AmazonIpad_name","AmazonIpad_url","AmazonIpad_Price","AmazonIpad_Review","AmazonIpad_Getitby"
"Dragon Touch K8 Kids Tablet, 8"" HD IPS Display 2GB RAM 16GB Nand Flash Android Tablet, Kidoz Pre-Installed with All-New Disney Content (More Than $80 Value) - Exclusively Designed Stylus","https://www.amazon.com/Dragon-Touch-Display-Android-Pre-Installed/dp/B07DKX8WL3/ref=sr_1_382?s=pc&ie=UTF8&qid=1540116440&sr=1-382&keywords=ipad","$ 99 99","4.2 out of 5 stars","Tue, Oct 23"
"Apple iPad mini MD544LL/A (32GB, Wi-Fi + 4G, White) (Certified Refurbished)","https://www.amazon.com/Apple-MD544LL-Wi-Fi-Certified-Refurbished/dp/B07B67853M/ref=sr_1_383?s=pc&ie=UTF8&qid=1540116440&sr=1-383&keywords=ipad","","",""
"Apple iPad Mini Unlocked 16GB WiFi 4G LTE Cellular Tablet (Black)","https://www.amazon.com/Apple-Unlocked-Cellular-Tablet-Black/dp/B00CR9UD86/ref=sr_1_384?s=pc&ie=UTF8&qid=1540116440&sr=1-384&keywords=ipad","","3.8 out of 5 stars",""
"Apple White 16GB iPad with Retina Display Built-in Wi-Fi and 4G for AT&T (MD945LL/A)","https://www.amazon.com/Apple-Retina-Display-Built-MD945LL/dp/B00DDYHNM8/ref=sr_1_385?s=pc&ie=UTF8&qid=1540116440&sr=1-385&keywords=ipad","","5 out of 5 stars",""
"Apple Ipad 4 with Retina Display Flappy Bird Installed","https://www.amazon.com/Apple-Retina-Display-Flappy-Installed/dp/B008X5A7PC/ref=sr_1_386?s=pc&ie=UTF8&qid=1540116440&sr=1-386&keywords=ipad","","",""
"[Sponsored]
Bolete New iPad Pro 10.5 Inch 2017 Kids Case - Kiddie Toddler Shock Proof Light Weight Super Protection Handle Stand Cover for Apple New iPad Pro 10.5 inch (2017 Model), Rose","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg17_1?ie=UTF8&adId=A03213972EELFM80RFEZF&url=https%3A%2F%2Fwww.amazon.com%2FBolete-iPad-10-5-Inch-2017%2Fdp%2FB072MGMRJB%2Fref%3Dsr_1_385_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116452%26sr%3D1-385-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116452&id=2584009945291365&widgetName=sp_atf_next","$ 16 99","4 out of 5 stars",""
"[Sponsored]
Laptop Stand, XUNMEJ Universal Tablet Stand Compatible for Apple MacBook iPad Pro/Air, All Notebook, for iPad, Any Tablet Desktop Adjustable Laptop Riser","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg17_2?ie=UTF8&adId=A059916919WNNYN49RDG2&url=https%3A%2F%2Fwww.amazon.com%2FXUNMEJ-Universal-Compatible-Notebook-Adjustable%2Fdp%2FB07H9WR2NP%2Fref%3Dsr_1_386_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116452%26sr%3D1-386-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116452&id=2584009945291365&widgetName=sp_atf_next","$ 42 99","",""
"Apple iPad with WiFi + Cellular, 128GB, Gold (2017 Model) (Certified Refurbished)","https://www.amazon.com/Apple-Cellular-128GB-Certified-Refurbished/dp/B07DF7FG9L/ref=sr_1_387?s=pc&ie=UTF8&qid=1540116452&sr=1-387&keywords=ipad","$ 379 95","","Tue, Oct 23"
"Apple iPad (2017 Model) with Wi-Fi, 9.7'' Retina Display, A9 Chip, Touch ID Fingerprint Sensor, Apple Pay, 8MP and FaceTime HD Cameras, Up to 10-Hour Battery Life - 32GB - Gold","https://www.amazon.com/Apple-2017-Display-Fingerprint-FaceTime/dp/B07JDKWHZS/ref=sr_1_388?s=pc&ie=UTF8&qid=1540116452&sr=1-388&keywords=ipad","$ 339 00","",""
"AppleCare+ Coverage and Apple iPad Wi-Fi and Cellular 32GB - Space Gray (Alternative Bundle for MR6Y2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-Wi-Fi-Cellular/dp/B07GLXJM46/ref=sr_1_389?s=pc&ie=UTF8&qid=1540116452&sr=1-389&keywords=ipad","$ 559 00","",""
"Apple iPad mini MD531LL/A (16GB, Wi-Fi, White / Silver) [Certified Pre-Owned]","https://www.amazon.com/Apple-MD531LL-Silver-Certified-Pre-Owned/dp/B00TJGO7UK/ref=sr_1_390?s=pc&ie=UTF8&qid=1540116452&sr=1-390&keywords=ipad","","3.7 out of 5 stars",""
"Huashe 10 inch 3G Unlocked GSM Phone Call Android Tablet Eight Core IPS Screen Dual Sim Card Slots Dual Cameras GPS WiFi Bluetooth (Metallic Black)","https://www.amazon.com/Huashe-Unlocked-Android-Bluetooth-Metallic/dp/B07DGFWRVZ/ref=sr_1_391?s=pc&ie=UTF8&qid=1540116452&sr=1-391&keywords=ipad","$ 95 99","4.4 out of 5 stars","Tue, Oct 23"
"Apple iPad Pro 10.5"" Multi-Touch Retina Display, 64GB, Wi-Fi with MIMO, A10X Fusion Chip, Bluetooth, 12MP Camera with 4K HD Video, Touch ID Fingerprint Sensor, 2017 Model, Space Gray","https://www.amazon.com/Apple-Multi-Touch-Display-Bluetooth-Fingerprint/dp/B07H25KXQW/ref=sr_1_392?s=pc&ie=UTF8&qid=1540116452&sr=1-392&keywords=ipad","$ 629 00","",""
"Apple Apple iPad Air MF529LL/A (32GB, Wi-Fi + AT&T, White with Silver) - (Certified Refurbished)","https://www.amazon.com/Apple-MF529LL-Wi-Fi-White-Silver/dp/B071NHZFR3/ref=sr_1_393?s=pc&ie=UTF8&qid=1540116452&sr=1-393&keywords=ipad","$ 379 00","","Tue, Oct 23"
"Apple iPad Mini 4 (32GB, Wi-Fi, Space Gray) (Certified Refurbished)","https://www.amazon.com/Apple-Wi-Fi-Space-Certified-Refurbished/dp/B06Y19K55Z/ref=sr_1_394?s=pc&ie=UTF8&qid=1540116452&sr=1-394&keywords=ipad","$ 355 77","3.7 out of 5 stars",""
"Apple iPad Air 9.7"" 16GB WiFi Tablet Dual Core A7 Processor w/Etching On Back - White","https://www.amazon.com/Apple-iPad-Tablet-Processor-Etching/dp/B07638D28B/ref=sr_1_395?s=pc&ie=UTF8&qid=1540116452&sr=1-395&keywords=ipad","","",""
"Apple iPad Mini 4 - 16GB Wifi - Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-Certified-Refurbished/dp/B0722QBP71/ref=sr_1_396?s=pc&ie=UTF8&qid=1540116452&sr=1-396&keywords=ipad","$ 319 76","","Tue, Oct 23"
"ASUS ZenPad 3S 10 9.7"" (2048x1536), 4GB RAM, 64GB eMMC, 5MP Front / 8MP Rear Camera, Android 6.0, Tablet, Titanium Gray (Z500M-C1-GR)","https://www.amazon.com/ZenPad-2048x1536-Android-Titanium-Z500M-C1-GR/dp/B01MATMXZV/ref=sr_1_397?s=pc&ie=UTF8&qid=1540116452&sr=1-397&keywords=ipad","","3.6 out of 5 stars",""
"Apple iPad 3 WiFi 16GB iOS 9.7"" Tablet - Black 3rd generation w/Skin","https://www.amazon.com/Apple-iPad-WiFi-16GB-Tablet/dp/B07FZM5NDR/ref=sr_1_398?s=pc&ie=UTF8&qid=1540116452&sr=1-398&keywords=ipad","","",""
"Apple 16GB iPad Air Wi-Fi Silver MGLW2LL/A (Certified Refurbished)","https://www.amazon.com/Apple-Silver-MGLW2LL-Certified-Refurbished/dp/B07H8QWTPH/ref=sr_1_399?s=pc&ie=UTF8&qid=1540116452&sr=1-399&keywords=ipad","$ 209 95","","Tue, Oct 23"
"Apple iPad Mini 2 with WiFi 128GB Silver | ME860LL/A","https://www.amazon.com/Apple-iPad-128GB-Silver-ME860LL/dp/B00GP60NUA/ref=sr_1_400?s=pc&ie=UTF8&qid=1540116452&sr=1-400&keywords=ipad","","4.6 out of 5 stars",""
"Apple iPad Air MD785LL/B 16 GB Tablet - 9.7"" - In-plane Switching (IPS) Technology, Retina Display - Wireless - Webcam - WIFI - A","https://www.amazon.com/Apple-iPad-MD785LL-Tablet-plane/dp/B0115MEMI2/ref=sr_1_401?s=pc&ie=UTF8&qid=1540116452&sr=1-401&keywords=ipad","$ 520 00","","Tue, Oct 23"
"Apple iPad Mini 4 64GB WiFi 7.9"" Dual-Core A8 Chip - Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-64GB-Dual-Core/dp/B01AS4DEX2/ref=sr_1_402?s=pc&ie=UTF8&qid=1540116452&sr=1-402&keywords=ipad","$ 555 01","","Tue, Oct 23"
"Apple iPad mini 3 MH382LL/A (64GB, Wi-Fi + Cellular, Silver) 2014 Model (Certified Refurbished)","https://www.amazon.com/Apple-MH382LL-Cellular-Certified-Refurbished/dp/B07DYBCFZV/ref=sr_1_403?s=pc&ie=UTF8&qid=1540116452&sr=1-403&keywords=ipad","$ 369 95","",""
"Apple iPad Pro (10.5-inch) A1709 Model - 512GB - Wi-Fi + 4G - Factory Unlocked International Version - No Warranty in the US - GSM only, NO CDMA (Gold)","https://www.amazon.com/Apple-iPad-10-5-inch-A1709-Model/dp/B077NNZH7W/ref=sr_1_404?s=pc&ie=UTF8&qid=1540116452&sr=1-404&keywords=ipad","","",""
"Apple MLTA2LL/A iPad Pro 9.7 Wi-Fi Cellular 32GB, Gray, Sprint","https://www.amazon.com/Apple-MLTA2LL-Wi-Fi-Cellular-Sprint/dp/B01HB5R3O2/ref=sr_1_405?s=pc&ie=UTF8&qid=1540116452&sr=1-405&keywords=ipad","$ 449 00","",""
"Apple iPad 2 64GB Black Wifi Tablet with Tempered Glass Included","https://www.amazon.com/Apple-Black-Tablet-Tempered-Included/dp/B01N1UG2SG/ref=sr_1_406?s=pc&ie=UTF8&qid=1540116452&sr=1-406&keywords=ipad","","3.3 out of 5 stars",""
"Apple iPad 3 64 GB Wi-Fi + Cellular Black","https://www.amazon.com/Apple-iPad-Wi-Fi-Cellular-Black/dp/B007L5IEKU/ref=sr_1_407?s=pc&ie=UTF8&qid=1540116452&sr=1-407&keywords=ipad","","",""
"Apple iPad Air 2 32gb Gold WiFi and Cellular","https://www.amazon.com/Apple-iPad-32gb-Gold-Cellular/dp/B01NBB5KHY/ref=sr_1_408?s=pc&ie=UTF8&qid=1540116452&sr=1-408&keywords=ipad","","",""
"Apple iPad MD418LL/A (64GB, Wi-Fi + AT&T 4G, Black)","https://www.amazon.com/Apple-iPad-MD418LL-Wi-Fi-Black/dp/B008CHDLMM/ref=sr_1_409?s=pc&ie=UTF8&qid=1540116452&sr=1-409&keywords=ipad","$ 799 99","",""
"Ipad Air 2 16gb mh232ll/a white/gold 4g/wifi (Certified Refurbished)","https://www.amazon.com/Ipad-mh232ll-white-Certified-Refurbished/dp/B07GSJJHV2/ref=sr_1_410?s=pc&ie=UTF8&qid=1540116452&sr=1-410&keywords=ipad","$ 389 01","","Tue, Oct 23"
"[Sponsored]
Antbox iPad 9.7 2018/2017 Case with Built-in Apple Pencil Holder Soft TPU Back Auto Sleep/Wake Function PU Leather Smart Cover for iPad 9.7 iPad 5th/6th Generation","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg18_1?ie=UTF8&adId=A04072873NN2TRZGTOLCI&url=https%3A%2F%2Fwww.amazon.com%2FAntbox-Built-Function-Leather-Generation%2Fdp%2FB07DCKQY6Q%2Fref%3Dsr_1_409_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116464%26sr%3D1-409-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116463&id=2144504294551593&widgetName=sp_atf_next","$ 27 90","4.5 out of 5 stars",""
"[Sponsored]
Bolete iPad Pro 10.5 Inch 2017 Kids Case - Kiddie Toddler Shock Proof Light Weight Super Protection Handle Stand Cover for Apple iPad Pro 10.5 inch (2017 Model) (Black)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg18_2?ie=UTF8&adId=A03218892YAQ9MT2PAK1D&url=https%3A%2F%2Fwww.amazon.com%2FBolete-iPad-10-5-Inch-2017%2Fdp%2FB073ZZHWV6%2Fref%3Dsr_1_410_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116464%26sr%3D1-410-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116463&id=2144504294551593&widgetName=sp_atf_next","$ 17 99","5 out of 5 stars",""
"Apple iPad Pro 9.7"" Wi-Fi + Cellular 32GB Tablet - Space Gray - MLPW2LL/A (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Wi-Fi-Cellular-Tablet/dp/B078NW9XSJ/ref=sr_1_411?s=pc&ie=UTF8&qid=1540116464&sr=1-411&keywords=ipad","$ 499 77","",""
"Apple Tech Gold Bundle","https://www.amazon.com/Mad-Cameras-Apple-Tech-Bundle/dp/B07JCGGVQT/ref=sr_1_412?s=pc&ie=UTF8&qid=1540116464&sr=1-412&keywords=ipad","$ 9,899 00","","Wed, Oct 24"
"CHUWI Hi10 2-in-1 Intel Cherry Trail X5-Z8350 quad-core 10.1"" Display IPS 19201200, Android5.1+ Windows 10 OS 64 bits, 2MP+2MP Doppia Fotocamera, Supporto HDMI OTG Tablet PC G_sensor, Bluetooth 4.0,","https://www.amazon.com/CHUWI-quad-core-Android5-1-Fotocamera-Bluetooth/dp/B074P1L7L2/ref=sr_1_413?s=pc&ie=UTF8&qid=1540116464&sr=1-413&keywords=ipad","$ 219 99","3.4 out of 5 stars","Tue, Oct 23"
"APPLE 9.7-inch iPad Pro Wi-Fi + Cellular 32GB - Space Grey MLPW2CL/A + 10.1"" Padded Case For Tablet Bundle","https://www.amazon.com/APPLE-9-7-inch-iPad-Wi-Fi-Cellular/dp/B01INPVMF0/ref=sr_1_414?s=pc&ie=UTF8&qid=1540116464&sr=1-414&keywords=ipad","$ 688 29","","Wed, Oct 24"
"smart things sDock mini silver - iPad wall mount and docking station for iPad mini 1, 2 and 3, with picture frame - All in one","https://www.amazon.com/smart-things-sDock-mini-silver/dp/B015TUK5WI/ref=sr_1_415?s=pc&ie=UTF8&qid=1540116464&sr=1-415&keywords=ipad","$ 210 00","5 out of 5 stars",""
"Apple iPad Air 32GB 9.7 Unlocked GSM / 4G + Wi-Fi Tablet PC - Silver","https://www.amazon.com/Apple-iPad-Unlocked-Wi-Fi-Tablet/dp/B00GCRFHX0/ref=sr_1_416?s=pc&ie=UTF8&qid=1540116464&sr=1-416&keywords=ipad","","3.2 out of 5 stars",""
"Apple Ipad 2 Latin America/Spanish - MC979E/A - 16 Gb - Wifi - White Factory Unlocked -","https://www.amazon.com/Apple-Ipad-Latin-America-Spanish/dp/B005KSZRBE/ref=sr_1_417?s=pc&ie=UTF8&qid=1540116464&sr=1-417&keywords=ipad","","5 out of 5 stars",""
"iPad 3 16GB Black BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-16GB-Black-BUNDLE-Tempered/dp/B07DWDQZ5Q/ref=sr_1_418?s=pc&ie=UTF8&qid=1540116464&sr=1-418&keywords=ipad","","",""
"Apple iPad mini with Retina Display MF090LL/A (64GB, Wi-Fi + Verizon, White with Silver) OLD VERSION (Certified Refurbished)","https://www.amazon.com/Apple-Display-MF090LL-Certified-Refurbished/dp/B07B65332R/ref=sr_1_419?s=pc&ie=UTF8&qid=1540116464&sr=1-419&keywords=ipad","$ 269 95","","Wed, Oct 24"
"AppleCare+ Coverage and Apple iPad Wi-Fi 32GB - Space Gray (Alternative Bundle for MR7F2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-iPad-Wi-Fi/dp/B07GLWL2RX/ref=sr_1_420?s=pc&ie=UTF8&qid=1540116464&sr=1-420&keywords=ipad","$ 439 00","",""
"Apple Ipad Mini 4 32gb Gold (Certified Refurbished)","https://www.amazon.com/Apple-Ipad-Mini-Certified-Refurbished/dp/B071L2XKDT/ref=sr_1_421?s=pc&ie=UTF8&qid=1540116464&sr=1-421&keywords=ipad","$ 379 99","5 out of 5 stars",""
"Apple iPad 2 with Wi-Fi 16GB 9.7"" Bluetooth USB Speaker - Black (2nd generation)","https://www.amazon.com/Apple-iPad-Wi-Fi-Bluetooth-Speaker/dp/B013HCJ2E2/ref=sr_1_422?s=pc&ie=UTF8&qid=1540116464&sr=1-422&keywords=ipad","","3.2 out of 5 stars",""
"Premium Top Performance NuVision 8-inch Full HD 1920 x 1200 IPS Touchscreen Tablet PC Intel 1.44 GHz Atom x5-Z8300 Quad-Core Processor 2GB RAM 32GB eMMC SSD Webcam WIFI Windows 10-Silver","https://www.amazon.com/Performance-Touchscreen-Quad-Core-Processor-10-Silver/dp/B01N2USU5A/ref=sr_1_423?s=pc&ie=UTF8&qid=1540116464&sr=1-423&keywords=ipad","$ 87 98","3.1 out of 5 stars","Tue, Oct 23"
"LLLtrade 7 inch Kids Education Tablets Android 5.1 8GB, Kids Software Pre-Installed, Premium Parent Control, Educational Game Apps,WiFi,Bluetooth (Blue)","https://www.amazon.com/LLLtrade-Education-Pre-Installed-Educational-Bluetooth/dp/B077JJPKW9/ref=sr_1_424?s=pc&ie=UTF8&qid=1540116464&sr=1-424&keywords=ipad","$ 45 99","2.5 out of 5 stars","Tue, Oct 23"
"Apple iPad Air 2 MH312LL/A (128GB, Wi-Fi + Cellular, Space Gray)(Certified Refurbished)","https://www.amazon.com/Apple-MH312LL-Cellular-Certified-Refurbished/dp/B01180ZS52/ref=sr_1_425?s=pc&ie=UTF8&qid=1540116464&sr=1-425&keywords=ipad","","1 out of 5 stars",""
"Apple iPad Air 2 MH2V2LL/A 16GB WiFi + 4G 9.7"",Silver (Certified Refurbished)","https://www.amazon.com/Apple-MH2V2LL-Silver-Certified-Refurbished/dp/B07HSKD9DQ/ref=sr_1_426?s=pc&ie=UTF8&qid=1540116464&sr=1-426&keywords=ipad","$ 257 57","",""
"Digital Gadgets compatible with Apple iPad 9.7"" 128GB Wi-Fi Bundle with Gold with 6 Foot USB Extension Cable and Clip Keyboard Case with Matching Screen Protector - Metallic Gold","https://www.amazon.com/Digital-Gadgets-compatible-Extension-Protector/dp/B07GBC3TDR/ref=sr_1_427?s=pc&ie=UTF8&qid=1540116464&sr=1-427&keywords=ipad","$ 529 99","",""
"ERCMD510LLAER - APPLE MD510LLA-ER Refurbished 16GB iPad(R) 4 with Wi-Fi (Black)","https://www.amazon.com/ERCMD510LLAER-APPLE-MD510LLA-ER-Refurbished-Wi-Fi/dp/B01DMXS134/ref=sr_1_428?s=pc&ie=UTF8&qid=1540116464&sr=1-428&keywords=ipad","$ 193 44","",""
"Apple 10.5 IPAD PRO WIFI+CELL 256GB, MPHH2B_AUK","https://www.amazon.com/Apple-10-5-IPAD-256GB-MPHH2B_AUK/dp/B071WZGLZ1/ref=sr_1_429?s=pc&ie=UTF8&qid=1540116464&sr=1-429&keywords=ipad","$ 1,211 00","",""
"Apple MLT22LL/A iPad Pro 9.7 Wi-Fi Cellular 128GB, Silver, Verizon","https://www.amazon.com/Apple-MLT22LL-Cellular-Silver-Verizon/dp/B01HB5QZBO/ref=sr_1_430?s=pc&ie=UTF8&qid=1540116464&sr=1-430&keywords=ipad","$ 679 00","",""
"Apple iPad mini MD538LL/A (32GB, Wi-Fi + AT&T 4G, White / Silver) (Certified Refurbished)","https://www.amazon.com/Apple-MD538LL-Silver-Certified-Refurbished/dp/B07B69Y5TP/ref=sr_1_431?s=pc&ie=UTF8&qid=1540116464&sr=1-431&keywords=ipad","$ 468 77","",""
"iPad 2 16GB Black BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-16GB-Black-BUNDLE-Tempered/dp/B07DVWR1SQ/ref=sr_1_432?s=pc&ie=UTF8&qid=1540116464&sr=1-432&keywords=ipad","","5 out of 5 stars",""
"Apple iPad 2 MC954LL/A 16GB with Wi-Fi (Black)","https://www.amazon.com/Apple-iPad-MC954LL-Wi-Fi-Black/dp/B00BV6Z7IW/ref=sr_1_433?s=pc&ie=UTF8&qid=1540116464&sr=1-433&keywords=ipad","$ 475 00","3.6 out of 5 stars",""
"Apple 10.5 IPAD PRO WIFI 256GB GOLD, MPF12B_AUK","https://www.amazon.com/Apple-10-5-IPAD-256GB-MPF12B_AUK/dp/B071WZGG1X/ref=sr_1_434?s=pc&ie=UTF8&qid=1540116464&sr=1-434&keywords=ipad","$ 1,024 00","",""
"[Sponsored]
May Chen Case for iPad 9.7 2018/2017,Premium Soft Skin Transparent TPU Rubber Back Cover Protector for Apple iPad 9.7 Inch A1822 A1893,Crystal Clear","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg19_1?ie=UTF8&adId=A06946972JPCY2SOTV34S&url=https%3A%2F%2Fwww.amazon.com%2FMay-Chen-Premium-Transparent-Protector%2Fdp%2FB07D11VN42%2Fref%3Dsr_1_433_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116476%26sr%3D1-433-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116475&id=913025751301020&widgetName=sp_atf_next","$ 10 99","4.7 out of 5 stars",""
"[Sponsored]
Antbox iPad 9.7 2018/2017 Case with Built-in Apple Pencil Holder Auto Sleep/Wake Function PU Leather Smart Cover for iPad 9.7 iPad 5th/6th Generation","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg19_2?ie=UTF8&adId=A04069752ZEJO3DO7QGRY&url=https%3A%2F%2Fwww.amazon.com%2FAntbox-Built-Function-Leather-Generation%2Fdp%2FB07DCLS2KZ%2Fref%3Dsr_1_434_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116476%26sr%3D1-434-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116475&id=913025751301020&widgetName=sp_atf_next","$ 27 90","4.4 out of 5 stars",""
"Apple iPad Air 2 Wifi Space Grey (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Space-Certified-Refurbished/dp/B07GXT4Y6P/ref=sr_1_435?s=pc&ie=UTF8&qid=1540116476&sr=1-435&keywords=ipad","$ 297 95","",""
"AppleCare+ Coverage and Apple iPad Wi-Fi 32GB - Silver (Alternative Bundle for MR7G2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-iPad-Wi-Fi/dp/B07GM3FS4B/ref=sr_1_436?s=pc&ie=UTF8&qid=1540116476&sr=1-436&keywords=ipad","$ 429 00","",""
"iPad 4 64GB/128GB Black/White BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty (64GB, White)","https://www.amazon.com/iPad-128GB-Black-White-BUNDLE/dp/B07F24K3JD/ref=sr_1_437?s=pc&ie=UTF8&qid=1540116476&sr=1-437&keywords=ipad","","",""
"Exian iPad Mini 2012 Frosted Transparent Case Purple","https://www.amazon.com/Exian-iPad-Frosted-Transparent-Purple/dp/B00GK87GJO/ref=sr_1_438?s=pc&ie=UTF8&qid=1540116476&sr=1-438&keywords=ipad","","",""
"OEM LCD Screen Touch Screen Digitizer For iPad Pro 9.7"" (Black)","https://www.amazon.com/Screen-Touch-Digitizer-iPad-Black/dp/B073T5B9M9/ref=sr_1_439?s=pc&ie=UTF8&qid=1540116476&sr=1-439&keywords=ipad","","",""
"COACH SIGNATURE PRINT IPAD CASE, F61847","https://www.amazon.com/COACH-SIGNATURE-PRINT-IPAD-F61847/dp/B00GEOWINS/ref=sr_1_440?s=pc&ie=UTF8&qid=1540116476&sr=1-440&keywords=ipad","","",""
"New! Apple/T-Mobile iPad Mini 2 with Retina Display (Wi-Fi + 16GB) - Silver","https://www.amazon.com/Apple-T-Mobile-Retina-Display-Wi-Fi/dp/B00GN0WK5E/ref=sr_1_441?s=pc&ie=UTF8&qid=1540116476&sr=1-441&keywords=ipad","","1 out of 5 stars",""
"Apple iPad Mini 32GB 7.9-inch Unlocked GSM / 4G LTE Tablet PC - Black","https://www.amazon.com/Apple-iPad-7-9-inch-Unlocked-Tablet/dp/B00CH948SW/ref=sr_1_442?s=pc&ie=UTF8&qid=1540116476&sr=1-442&keywords=ipad","","3.9 out of 5 stars",""
"Apple iPad Mini WiFi 16GB Black | MD993LL/A","https://www.amazon.com/Apple-iPad-Mini-Black-MD993LL/dp/B00BOZ1EZK/ref=sr_1_443?s=pc&ie=UTF8&qid=1540116476&sr=1-443&keywords=ipad","","5 out of 5 stars",""
"Apple iPad Air 16GB WiFi Tablet - Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B07D51KJQS/ref=sr_1_444?s=pc&ie=UTF8&qid=1540116476&sr=1-444&keywords=ipad","$ 299 95","","Tue, Oct 23"
"Apple iPad with Wi-Fi 32GB - White (3rd generation)","https://www.amazon.com/Apple-iPad-Wi-Fi-32GB-generation/dp/B008RXYIO6/ref=sr_1_445?s=pc&ie=UTF8&qid=1540116476&sr=1-445&keywords=ipad","","5 out of 5 stars",""
"OEM LCD Screen For iPad Mini 2 and 3 - 6 Month Warranty","https://www.amazon.com/OEM-LCD-Screen-iPad-Mini/dp/B073TNF6Q5/ref=sr_1_446?s=pc&ie=UTF8&qid=1540116476&sr=1-446&keywords=ipad","","",""
"Apple iPad Mini 4 MK9G2LL/A 7.9-Inch Multi-Touch Retina Display, 64GB (Space Gray) (Certified Refurbished)","https://www.amazon.com/Apple-7-9-Inch-Multi-Touch-Certified-Refurbished/dp/B07BKMY3G4/ref=sr_1_447?s=pc&ie=UTF8&qid=1540116476&sr=1-447&keywords=ipad","$ 567 01","","Tue, Oct 23"
"Apple MLTD2LL/A iPad Pro 9.7 Wi-Fi Cellular 32GB, Gold, Sprint","https://www.amazon.com/Apple-MLTD2LL-Wi-Fi-Cellular-Sprint/dp/B01HB5R44Q/ref=sr_1_448?s=pc&ie=UTF8&qid=1540116476&sr=1-448&keywords=ipad","$ 699 99","","Tue, Oct 23"
"Apple iPad Air 2- Bundle - $99 Value (Bundle Includes: Skin + 1 Year CPS Limited Warranty) (64GB, Gold) (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Air-Bundle-Refurbished/dp/B07GWX32WB/ref=sr_1_449?s=pc&ie=UTF8&qid=1540116476&sr=1-449&keywords=ipad","$ 279 99","","Wed, Oct 24"
"MD333LL/A","https://www.amazon.com/Apple-MD333LL-A/dp/B008RXYG9S/ref=sr_1_450?s=pc&ie=UTF8&qid=1540116476&sr=1-450&keywords=ipad","","5 out of 5 stars",""
"Apple iPad Air 2 16GB Space Gray Cellular Sprint MGH52LL/A(Certified Refurbished)","https://www.amazon.com/Apple-Cellular-MGH52LL-Certified-Refurbished/dp/B00X061A5K/ref=sr_1_451?s=pc&ie=UTF8&qid=1540116476&sr=1-451&keywords=ipad","$ 319 01","","Tue, Oct 23"
"Apple iPad 2 9.7"" IPS WiFi 16GB A1395 Tablet 2nd Generation With Etching - Black","https://www.amazon.com/Apple-A1395-Tablet-Generation-Etching/dp/B0773LFZJ8/ref=sr_1_452?s=pc&ie=UTF8&qid=1540116476&sr=1-452&keywords=ipad","","5 out of 5 stars",""
"iPad Pro MLQ52CL/A (MLQ52LL/A) 9.7-inch (128GB, Wi-Fi + Cellular, Gold) 2016 Model","https://www.amazon.com/MLQ52CL-MLQ52LL-9-7-inch-128GB-Cellular/dp/B01F60F6T8/ref=sr_1_453?s=pc&ie=UTF8&qid=1540116476&sr=1-453&keywords=ipad","$ 616 00","5 out of 5 stars",""
